user_key,eval_number,flag_name,served_variation
fef4ed0b-f49b-43c6-b45d-cb0ead7820f4,0,fun-flag-2,false
b93e4138-4e91-41ba-9df9-5985990bdd2d,1,fun-flag-2,false
0ef643ac-5fae-4088-82d1-1ac6d8c0f27a,2,fun-flag-2,true
c3b986de-55d6-4a5d-80e1-ca0614aa83c0,3,fun-flag-2,true
ca11a1fb-0fb4-45bb-b3d1-6ffd0c0f9462,4,fun-flag-2,true
cfa38e9b-afb1-4110-9f7c-88ba0ff6adfd,5,fun-flag-2,false
95e8782a-4bb1-43d8-a160-b10e2ba4dd89,6,fun-flag-2,false
ab4109fe-00bd-4c18-927d-a00eead82e4a,7,fun-flag-2,true
affc2750-38f6-4a7c-88c2-f6c8a9036fc7,8,fun-flag-2,false
1b5ac745-f78a-4de3-a72a-6762e1742ef5,9,fun-flag-2,true
ffb6fbac-200d-4dd1-8e1b-bdc0cebba017,10,fun-flag-2,false
9da290cf-cc85-47ce-b4c5-807f987b3d5a,11,fun-flag-2,true
d2335b26-643e-4690-9282-efa3e36a9a1e,12,fun-flag-2,true
bb65b5d0-4f68-4eb5-ad5a-cd375288e2b7,13,fun-flag-2,true
0c57e1c7-ca7b-417b-aab8-7827aa33ddf2,14,fun-flag-2,false
270bcb03-5d81-4ccd-8437-4f383f709922,15,fun-flag-2,false
7eebb90c-86a4-4fd6-bc54-75c1bc654d0b,16,fun-flag-2,true
98d64318-0209-4cbd-92a1-0985c3d686bd,17,fun-flag-2,true
5065285a-5f34-4030-9c51-65908ff8525c,18,fun-flag-2,false
a687214f-adc2-46f8-b301-ba957a636645,19,fun-flag-2,true
8cd35713-7aee-4893-920f-154dda10696c,20,fun-flag-2,false
3b56aae9-a185-4323-9808-6743a9b37545,21,fun-flag-2,false
97db14e6-ee91-4f0d-ace5-87b5e770e1fc,22,fun-flag-2,true
1c1120c6-6265-4044-9e85-cf597ada0fe7,23,fun-flag-2,false
a65f7cfa-fd86-4835-af6f-e5731078ce00,24,fun-flag-2,true
3eec5136-cb1c-4df8-b4d5-afe205a9121b,25,fun-flag-2,true
77ab2e04-0ca1-4465-95cf-f524595b946e,26,fun-flag-2,false
1542dc42-6745-4318-90b2-b1711e10cec9,27,fun-flag-2,true
2b692f6b-3167-42e3-86e5-dbee87aecb6a,28,fun-flag-2,true
4b2af2d3-849d-4c31-b086-1926359ad00e,29,fun-flag-2,true
e78d09c9-8e2f-41de-b6f1-ff4860335e94,30,fun-flag-2,false
36770002-5e27-4e0e-af6d-3956fc3bc12c,31,fun-flag-2,true
e0b76b37-bb78-48ca-a353-30232343e6a4,32,fun-flag-2,false
cf3cabfa-7254-4038-a650-dcb21ec02aad,33,fun-flag-2,true
eb86465e-e50a-44bd-afcd-dade3cb8a7c1,34,fun-flag-2,true
2619d96b-2db7-4cd8-bdfe-adb45a01efd2,35,fun-flag-2,true
8284faef-f0a0-4f02-814f-037e5d112325,36,fun-flag-2,true
183dc265-5cdf-41f4-ac5a-8ecb00afa833,37,fun-flag-2,true
8d2de3a2-73b7-4528-8ff2-a9be5687a39a,38,fun-flag-2,false
76681858-2334-4a4c-894a-230385786068,39,fun-flag-2,true
067a0c29-3ca0-4432-95b6-44a5c40cbae6,40,fun-flag-2,true
417a4912-e742-4e79-b190-3f5faf0f13fd,41,fun-flag-2,false
40a267bb-55e1-4f75-9ffb-e26ef2ffb846,42,fun-flag-2,true
f2a2832f-e376-4de8-8731-fb6c02cce549,43,fun-flag-2,true
4d4df25b-b88b-47ba-8467-657054ec7d63,44,fun-flag-2,false
b4efc2cc-b67d-45ca-92c7-0d41196af330,45,fun-flag-2,true
e69f5604-b9c9-4309-b04a-eda820ff39a6,46,fun-flag-2,false
beb50dc0-f6a7-41b3-bd59-fb370762b3e9,47,fun-flag-2,false
6ac4d90b-b621-458e-8b53-7c290e5120a3,48,fun-flag-2,false
5bee74a3-501d-40be-b760-24167f343e09,49,fun-flag-2,true
ff601b31-1c95-4913-bcee-e805ab6e40f4,50,fun-flag-2,true
6e8d82f4-c40e-4208-b61f-9694fcc7bb6e,51,fun-flag-2,true
dad2323c-035e-4381-943c-2b927667f8dc,52,fun-flag-2,false
28d12f15-c7f9-4e19-a4dc-78fe86db9dc8,53,fun-flag-2,false
41686b9b-4394-46e0-a356-fe278a25df70,54,fun-flag-2,false
5fbe4f9f-d7a4-4101-88d4-2fec468bb048,55,fun-flag-2,true
c3b02cb8-0494-4790-b26e-4bc44a53347a,56,fun-flag-2,true
ce961331-52f1-4812-96fb-9e89c1ee16d8,57,fun-flag-2,false
c6ba6178-845a-4e03-a03d-51261d007bda,58,fun-flag-2,false
22d914f8-1c46-4d07-a920-fca887c94f23,59,fun-flag-2,false
af63e8f0-8c24-46dd-9fda-688bce945050,60,fun-flag-2,true
24b48e99-0aa5-4bff-a9d2-7008dc969e00,61,fun-flag-2,true
b7c31fa1-bf21-4b59-9d6b-675e6826c5b2,62,fun-flag-2,false
eb4990b2-d7a5-4521-abad-0a7d7e684f8b,63,fun-flag-2,true
1f3100c9-a7cf-4183-93b4-22cb009b4df9,64,fun-flag-2,false
0c996dda-52f2-4da9-8d38-a71081d773b1,65,fun-flag-2,false
215c0de6-6e56-416e-8582-29e44b48d42e,66,fun-flag-2,true
649661e3-7248-43c0-8443-16a1898a2b8b,67,fun-flag-2,true
478beafe-7e73-4118-91f1-f90974374083,68,fun-flag-2,false
dd62fa05-8369-473a-b05e-ed715675cb84,69,fun-flag-2,false
d3e71b14-d9de-4795-942a-1ba3284a0a8d,70,fun-flag-2,false
357ebc5a-5a47-4812-84cf-430fa33c62a0,71,fun-flag-2,false
c1f854b2-bde3-4dc8-94b1-fc8cf201048d,72,fun-flag-2,true
af8c6c41-3aff-4e38-9693-d6a81f127805,73,fun-flag-2,true
06c4900e-6107-49c2-a139-bacae1deafaf,74,fun-flag-2,false
7541dc6f-4080-498e-bfad-8f7d846f9157,75,fun-flag-2,false
57377b0f-1899-4a76-bf52-49f320858ea8,76,fun-flag-2,false
6fd6ac37-07ba-415a-afad-fe3b7236c1c4,77,fun-flag-2,true
580f3d1c-4784-44e0-959f-460cdda3ca8c,78,fun-flag-2,false
a0c9d4cb-9ba2-4750-aaaa-c2b38e97db34,79,fun-flag-2,true
e44d11f5-a308-4145-a9d5-ec5f915ff7e0,80,fun-flag-2,true
da2b7900-e87b-497d-98dd-c5b67aa37cb9,81,fun-flag-2,false
3796624d-c489-4de9-b9d2-1506c6613f42,82,fun-flag-2,false
289652e8-129f-4a32-9301-f0cd14d7810e,83,fun-flag-2,true
e4e887df-71be-459d-a599-bf124d065f82,84,fun-flag-2,true
efec7cfe-4479-4105-96db-e7141bd0d5c0,85,fun-flag-2,true
23416a6f-0714-47fc-a28d-c4502507c06e,86,fun-flag-2,false
8b01c3e7-320d-4ae8-b47d-e794fe303816,87,fun-flag-2,false
0d58527d-1583-4bf6-aa4a-98137b710f3f,88,fun-flag-2,true
46ceb519-d135-4c37-a707-b163d5bc94f0,89,fun-flag-2,false
b220a332-1c37-4f62-8f7d-4a77e7209ca8,90,fun-flag-2,false
a908195d-5d6c-4aaa-9c08-3f169f7fb57a,91,fun-flag-2,false
7f3255ee-a61f-4070-a2ea-f0c33885a1b3,92,fun-flag-2,false
b99b1a28-56c7-4f19-807f-7ebeb8752c26,93,fun-flag-2,true
280f2d3b-d367-45ea-acaf-a6e7c09e9ead,94,fun-flag-2,false
a7370eac-5511-4bfe-b868-f6602922fa37,95,fun-flag-2,true
08a29242-4ce9-47ea-9f71-2bedb391fae5,96,fun-flag-2,true
6c60f094-ae69-478e-808b-c1ad0bf1b59b,97,fun-flag-2,false
11f5f5a9-442e-44c0-833c-bf6f0c5c0dc9,98,fun-flag-2,true
ba12dfc2-632c-41c1-9368-d45a097f6bfe,99,fun-flag-2,true
